,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
320,Mayo,20.0,CA,1545598800.0,74.0,63.59,-135.9,-27.41,2.24
321,Belle Fourche,1.0,US,1545600900.0,20.0,44.67,-103.85,41.0,4.7
322,Byron Bay,75.0,AU,1545600600.0,68.0,-28.65,153.62,71.6,8.05
323,Mount Pleasant,1.0,US,1545600900.0,34.0,33.16,-94.97,57.2,11.41
324,Maues,64.0,BR,1545602643.0,84.0,-3.38,-57.72,81.51,2.98
325,Great Yarmouth,92.0,GB,1545601800.0,93.0,52.61,1.73,44.6,5.82
326,Matamoros,75.0,US,1545601980.0,54.0,25.87,-97.51,81.5,13.87
327,Arman,24.0,RU,1545602644.0,62.0,59.7,150.17,-22.0,3.2
328,Altamira,40.0,BR,1545598800.0,88.0,-3.2,-52.21,78.8,1.12
329,Hauterive,90.0,FR,1545600600.0,71.0,46.09,3.45,55.4,4.7
330,Takoradi,8.0,GH,1545602646.0,100.0,4.89,-1.75,82.36,6.51
331,Saldanha,12.0,PT,1545602646.0,87.0,41.42,-6.55,32.55,2.48
332,High Level,56.0,CA,1545602646.0,73.0,58.52,-117.13,2.8,3.38
333,Jaciara,44.0,BR,1545602647.0,74.0,-15.95,-54.98,84.84,4.76
334,Mount Isa,0.0,AU,1545600600.0,18.0,-20.73,139.49,89.6,3.36
335,Sept-Iles,20.0,CA,1545598800.0,51.0,50.2,-66.38,12.2,14.99
336,Taltal,0.0,CL,1545602648.0,63.0,-25.41,-70.49,71.07,4.54
337,Asuncion,20.0,PY,1545598800.0,52.0,-25.3,-57.63,89.6,16.11
338,Provideniya,90.0,RU,1545600600.0,77.0,64.42,-173.23,1.4,13.42
339,Lipari,40.0,IT,1545598500.0,87.0,38.47,14.95,59.0,3.36
340,Escanaba,90.0,US,1545600900.0,86.0,45.75,-87.06,30.92,5.55
341,Minab,20.0,IR,1545600600.0,72.0,27.15,57.07,64.4,4.7
342,Lavrentiya,48.0,RU,1545602650.0,100.0,65.58,-170.99,7.98,17.07
343,Shalakusha,88.0,RU,1545602650.0,77.0,62.23,40.26,5.05,6.22
344,Port Blair,20.0,IN,1545598800.0,100.0,11.67,92.75,77.0,2.24
345,Kulu,12.0,CD,1545602651.0,48.0,3.47,23.69,78.63,4.61
346,Freeport,75.0,BS,1545598800.0,64.0,26.54,-78.7,69.8,9.17
347,Arlit,0.0,NE,1545602652.0,58.0,18.74,7.39,55.95,7.74
348,Salamiyah,80.0,SY,1545602652.0,97.0,35.01,37.05,41.64,2.98
349,Axim,0.0,GH,1545602653.0,96.0,4.87,-2.24,84.16,9.31
350,West Bay,75.0,GB,1545601800.0,93.0,50.71,-2.76,53.6,2.24
351,Matay,0.0,EG,1545602654.0,73.0,28.42,30.79,52.3,9.01
352,Lethem,20.0,GY,1545602654.0,43.0,3.38,-59.8,90.87,18.92
353,Ikungi,88.0,TZ,1545602654.0,99.0,-5.13,34.77,62.52,3.53
354,Eching,75.0,DE,1545601800.0,93.0,48.5,12.06,50.0,26.4
355,Flinders,0.0,AU,1545598800.0,68.0,-34.58,150.85,64.4,8.05
356,Kodinar,0.0,IN,1545602625.0,84.0,20.79,70.7,55.77,2.82
357,Sao Bernardo,80.0,BR,1545602657.0,88.0,-3.36,-42.42,78.09,3.76
358,Shigony,92.0,RU,1545602657.0,93.0,53.39,48.68,14.95,12.82
359,Madras,90.0,US,1545600900.0,57.0,44.63,-121.13,48.92,12.75
360,Hovd,75.0,NO,1545601800.0,100.0,63.83,10.7,35.6,12.75
361,Pangoa,20.0,PE,1545602658.0,87.0,-12.12,-73.0,73.23,2.26
362,Naranjal,75.0,PY,1545598800.0,88.0,-25.97,-55.19,78.8,3.36
363,Jiayuguan,8.0,CN,1545602659.0,43.0,39.77,98.29,-11.38,1.48
364,Semey,68.0,KZ,1545602659.0,61.0,50.41,80.25,-7.37,4.05
365,Strezhevoy,0.0,RU,1545600600.0,72.0,60.73,77.6,-40.01,2.24
366,Shestakovo,12.0,RU,1545602660.0,43.0,56.49,103.96,-28.25,4.88
367,Yatou,40.0,CM,1545598800.0,94.0,3.63,9.81,77.0,11.25
368,Vestmanna,88.0,FO,1545601800.0,87.0,62.16,-7.17,42.8,12.75
369,La Carolina,0.0,ES,1545602661.0,76.0,38.27,-3.62,31.96,2.75
370,Trincomalee,92.0,LK,1545602662.0,94.0,8.58,81.23,74.85,3.09
371,Vila Velha,90.0,BR,1545598800.0,88.0,-3.71,-38.6,77.0,2.24
372,Talaya,0.0,RU,1545600600.0,73.0,55.79,84.89,-34.61,6.71
373,Nouadhibou,80.0,MR,1545599820.0,45.0,20.93,-17.03,68.0,8.05
374,Mindelo,0.0,PT,1545600600.0,87.0,41.31,-8.72,51.8,5.82
375,Bubaque,0.0,GW,1545602663.0,99.0,11.28,-15.83,80.97,6.78
376,Lagos,0.0,NG,1545598800.0,78.0,6.46,3.39,80.6,2.24
377,Paamiut,92.0,GL,1545602664.0,91.0,61.99,-49.67,35.56,43.53
378,Tacuarembo,0.0,UY,1545602646.0,51.0,-31.73,-55.98,79.8,11.43
379,Ende,92.0,ID,1545602665.0,100.0,-8.84,121.65,77.55,8.63
380,Raudeberg,24.0,NO,1545601800.0,100.0,61.99,5.14,35.6,8.05
381,Hirado,0.0,JP,1545599400.0,75.0,33.32,129.49,44.6,8.05
382,Xining,24.0,CN,1545602443.0,67.0,36.62,101.77,-4.36,2.04
383,Vila Franca do Campo,75.0,PT,1545600600.0,93.0,37.72,-25.43,59.0,5.82
384,Banda Aceh,12.0,ID,1545602667.0,97.0,5.56,95.32,73.95,1.59
385,Ketchikan,90.0,US,1545598560.0,92.0,55.34,-131.65,39.92,9.17
386,Muros,20.0,ES,1545600600.0,93.0,42.77,-9.06,50.0,5.82
387,Coihaique,75.0,CL,1545598800.0,59.0,-45.58,-72.07,62.6,6.93
388,Boguchany,20.0,RU,1545602668.0,43.0,58.38,97.46,-27.8,3.2
389,Lodja,32.0,CD,1545602669.0,99.0,-3.52,23.6,69.85,1.07
390,Buenaventura,92.0,CO,1545602669.0,99.0,3.89,-77.07,71.52,2.75
391,Bulgan,8.0,MN,1545602669.0,47.0,48.81,103.53,-5.17,6.22
392,Kendal,40.0,ID,1545600600.0,94.0,-6.92,110.2,77.0,2.08
393,Fuerte Olimpo,44.0,BR,1545602670.0,100.0,-21.04,-57.87,78.76,6.4
394,Marawi,88.0,PH,1545602670.0,100.0,8.0,124.29,69.9,1.74
395,Sarany,20.0,RU,1545602670.0,85.0,58.55,58.76,-20.02,3.76
396,Bridlington,80.0,GB,1545601800.0,86.0,54.08,-0.19,42.8,5.82
397,Tucumcari,1.0,US,1545598380.0,40.0,35.17,-103.73,46.94,17.22
398,Suicheng,0.0,CN,1545602672.0,82.0,33.9,117.93,26.43,8.34
399,Yashkul,92.0,RU,1545602673.0,95.0,46.17,45.34,38.58,11.1
400,Peachtree City,90.0,US,1545602100.0,61.0,33.4,-84.6,66.56,6.93
401,Rio Cuarto,0.0,AR,1545598800.0,27.0,-33.13,-64.35,89.6,23.04
402,Dunedin,0.0,NZ,1545602487.0,80.0,-45.87,170.5,59.86,3.71
403,Harper,1.0,US,1545600900.0,37.0,30.3,-99.24,61.16,9.17
404,Barra Patuca,68.0,HN,1545602676.0,89.0,15.8,-84.28,80.25,12.55
405,Mabamba,92.0,TZ,1545602676.0,98.0,-3.6,30.5,61.71,3.27
406,Savannah Bight,40.0,HN,1545602400.0,83.0,16.45,-85.85,77.0,2.24
407,Ostrovnoy,32.0,RU,1545602384.0,86.0,68.05,39.51,13.29,16.06
408,Lipany,40.0,SK,1545602400.0,93.0,49.15,20.96,35.6,14.99
409,Northam,75.0,GB,1545601800.0,93.0,51.04,-4.21,53.6,2.24
410,Rojhan,0.0,PK,1545602678.0,95.0,28.69,69.95,52.26,9.42
411,Chumphon,0.0,TH,1545602679.0,91.0,10.5,99.18,70.35,1.19
412,Aden,0.0,YE,1545602679.0,95.0,12.79,45.03,79.08,14.27
413,Palmer,0.0,AU,1545600600.0,43.0,-34.85,139.16,71.6,11.41
414,Dudinka,88.0,RU,1545602679.0,62.0,69.41,86.18,-21.14,22.84
415,Mishelevka,64.0,RU,1545602680.0,72.0,52.86,103.17,0.15,8.79
416,Ribeira Brava,40.0,PT,1545600600.0,72.0,32.65,-17.07,66.2,19.46
417,Yuzhno-Kurilsk,8.0,RU,1545602680.0,100.0,44.03,145.86,33.9,21.88
418,Jijiga,0.0,ET,1545602680.0,90.0,9.35,42.8,38.98,2.04
419,Atar,0.0,MR,1545602681.0,21.0,20.52,-13.05,63.46,9.08
420,Kabinda,76.0,CD,1545602681.0,90.0,-6.14,24.49,70.8,4.5
421,San Quintin,80.0,PH,1545602681.0,78.0,17.54,120.52,72.51,3.27
422,Khandyga,44.0,RU,1545602682.0,44.0,62.65,135.58,-28.34,1.48
423,Noumea,90.0,NC,1545600600.0,66.0,-22.28,166.46,84.2,9.17
424,Amzya,80.0,RU,1545602441.0,81.0,56.24,54.39,10.45,9.31
425,Glasgow,90.0,GB,1545601800.0,86.0,55.86,-4.24,33.8,2.24
426,Hamilton,20.0,BM,1545598500.0,68.0,32.3,-64.78,68.0,5.82
427,Shillong,20.0,IN,1545600600.0,93.0,25.58,91.88,60.8,2.53
428,Tual,88.0,ID,1545602436.0,100.0,-5.67,132.75,80.52,9.01
429,Denpasar,20.0,ID,1545600600.0,83.0,-8.65,115.22,80.6,2.24
430,Visby,80.0,SE,1545600000.0,74.0,57.64,18.3,30.2,12.75
431,Khani,90.0,GE,1545600600.0,70.0,41.96,42.96,48.2,3.36
432,Okhotsk,80.0,RU,1545602684.0,100.0,59.36,143.24,5.37,8.12
433,Lakes Entrance,0.0,AU,1545602685.0,91.0,-37.88,147.99,65.22,4.61
434,Mweka,88.0,CD,1545602685.0,99.0,-4.85,21.56,70.66,2.59
435,Gwadar,0.0,PK,1545602685.0,100.0,25.12,62.33,61.75,6.73
436,Nelson Bay,80.0,AU,1545600600.0,72.0,-32.72,152.14,66.2,5.82
437,Husavik,80.0,CA,1545602686.0,90.0,50.56,-96.99,15.27,9.01
438,Kargopol,88.0,RU,1545602686.0,83.0,61.51,38.95,7.48,7.85
439,Panjab,64.0,AF,1545602687.0,68.0,34.38,67.02,2.13,1.52
440,Wad Rawah,0.0,SD,1545602687.0,48.0,15.16,33.13,70.44,10.87
441,Abbeville,90.0,FR,1545600600.0,100.0,50.11,1.83,53.6,11.41
442,Kiunga,80.0,PG,1545602688.0,93.0,-6.12,141.3,74.22,2.26
443,Olga,1.0,US,1545601980.0,54.0,34.11,-118.17,66.02,6.93
444,Yulara,0.0,AU,1545598800.0,20.0,-25.24,130.99,66.2,8.05
445,Seymchan,48.0,RU,1545602690.0,46.0,62.93,152.39,-29.38,2.75
446,Santa Helena,88.0,BR,1545602690.0,85.0,-2.23,-45.3,79.66,3.49
447,Makakilo City,20.0,US,1545598620.0,52.0,21.35,-158.09,82.04,8.05
448,Tirumullaivasal,92.0,IN,1545602691.0,96.0,11.24,79.84,78.0,14.27
449,Coahuayana,0.0,MX,1545602691.0,29.0,18.62,-100.35,80.56,3.09
450,Dera Ghazi Khan,0.0,PK,1545602420.0,95.0,30.03,70.64,51.13,8.63
451,Vanino,92.0,RU,1545602692.0,94.0,53.93,40.55,21.3,9.64
452,Buchanan,75.0,LR,1545600600.0,94.0,5.88,-10.05,77.0,7.74
453,Puerto Penasco,0.0,MX,1545602400.0,98.0,31.32,-113.53,65.49,2.48
454,Ancud,75.0,CL,1545598800.0,59.0,-41.87,-73.83,66.2,10.29
455,Kaseda,75.0,JP,1545598800.0,75.0,31.42,130.32,41.0,6.93
456,Beeville,1.0,US,1545600900.0,25.0,28.4,-97.75,72.86,9.17
457,Vila do Maio,88.0,CV,1545598800.0,64.0,15.13,-23.22,75.2,9.17
458,Chateauroux,44.0,FR,1545600600.0,93.0,43.72,0.65,51.8,1.12
459,Belmonte,32.0,PT,1545602694.0,88.0,40.36,-7.35,34.98,2.48
460,Kathu,0.0,ZA,1545602694.0,18.0,-27.7,23.05,74.49,8.34
461,Nishihara,40.0,JP,1545600600.0,57.0,35.74,139.53,50.0,20.8
462,South Lake Tahoe,90.0,US,1545601500.0,86.0,38.93,-119.98,46.4,4.7
463,Buriti Bravo,88.0,BR,1545602695.0,68.0,-5.84,-43.84,81.33,2.98
464,Tayoltita,0.0,MX,1545602695.0,17.0,24.11,-105.93,81.46,2.08
465,Moose Factory,90.0,CA,1545600960.0,84.0,51.26,-80.61,-0.41,3.36
466,Conde,44.0,BR,1545602619.0,74.0,-11.81,-37.61,82.0,10.25
467,Puerto Montt,40.0,CL,1545598800.0,56.0,-41.47,-72.94,69.8,10.29
468,Otane,92.0,NZ,1545602697.0,100.0,-39.89,176.62,57.3,10.8
469,Doha,0.0,QA,1545598800.0,67.0,25.29,51.53,62.6,10.29
470,Ouesso,44.0,CG,1545602697.0,84.0,1.61,16.05,75.12,1.86
471,Payo,32.0,ID,1545602698.0,93.0,-3.75,103.64,70.75,1.86
472,Ilembo,92.0,TZ,1545602698.0,98.0,-9.25,33.38,58.92,0.29
473,San Francisco,75.0,US,1545601980.0,59.0,37.78,-122.42,59.0,4.7
474,Soure,0.0,PT,1545598800.0,81.0,40.06,-8.63,51.8,9.17
475,Imeni Babushkina,92.0,RU,1545602700.0,85.0,59.76,43.13,9.01,8.63
476,Beihai,0.0,CN,1545600600.0,58.0,38.95,121.19,28.4,4.47
477,Kualakapuas,40.0,ID,1545600600.0,100.0,-3.01,114.39,75.2,5.82
478,Xinyang,44.0,CN,1545602701.0,88.0,32.13,114.07,26.38,2.75
479,Kashan,0.0,IR,1545602701.0,71.0,33.99,51.44,29.08,4.38
480,Mitu,8.0,IR,1545602702.0,72.0,36.2,46.09,13.06,2.19
481,Bogotol,0.0,RU,1545602702.0,69.0,56.21,89.53,-23.26,5.88
482,Surt,48.0,LY,1545602703.0,100.0,31.21,16.59,61.8,7.78
483,Senno,92.0,RU,1545598800.0,92.0,57.76,27.95,23.0,2.24
484,Kil,0.0,SE,1545600000.0,85.0,59.5,13.32,12.2,5.82
485,Sorong,20.0,ID,1545602703.0,100.0,-0.86,131.25,80.16,8.34
486,Te Anau,0.0,NZ,1545602704.0,61.0,-45.41,167.72,59.41,3.49
487,Kingaroy,90.0,AU,1545598800.0,77.0,-26.54,151.84,64.4,8.05
488,Usinsk,44.0,RU,1545602706.0,77.0,66.0,57.56,0.01,15.68
489,Pacific Grove,1.0,US,1545602040.0,53.0,36.62,-121.92,60.98,5.82
490,Bagan,36.0,RU,1545602706.0,76.0,54.1,77.67,-11.2,10.25
491,Makkaveyevo,48.0,RU,1545600600.0,60.0,51.75,113.95,5.0,13.42
492,Opuwo,32.0,NA,1545602707.0,93.0,-18.06,13.84,63.69,3.09
493,Bumba,48.0,CD,1545602707.0,41.0,2.18,22.47,81.69,6.06
494,Maniitsoq,92.0,GL,1545602708.0,98.0,65.42,-52.9,33.31,26.24
495,Pasni,0.0,PK,1545602708.0,100.0,25.26,63.48,67.33,11.54
496,Fujin,0.0,CN,1545602708.0,58.0,47.24,132.03,-6.29,9.57
497,Dingle,76.0,PH,1545602709.0,97.0,11.0,122.67,74.04,6.11
498,Verkhovazhye,88.0,RU,1545602709.0,85.0,60.75,42.05,8.97,9.8
499,Maryland Heights,0.0,US,1545600900.0,39.0,38.71,-90.43,46.04,9.17
500,Ust-Kut,12.0,RU,1545602709.0,40.0,56.78,105.75,-27.31,4.83
501,Oussouye,0.0,SN,1545598800.0,83.0,12.49,-16.54,75.2,2.24
502,Semporna,75.0,MY,1545598800.0,94.0,4.48,118.61,75.2,3.36
503,Vila,90.0,IT,1545601800.0,100.0,45.18,8.4,44.6,9.17
504,Neyshabur,64.0,IR,1545602711.0,87.0,36.21,58.79,25.48,1.52
505,Bundaberg,0.0,AU,1545598800.0,68.0,-24.87,152.35,71.6,14.99
506,Portland,90.0,US,1545601200.0,89.0,45.52,-122.67,50.0,4.7
507,Antalaha,24.0,MG,1545602712.0,95.0,-14.9,50.28,76.78,0.69
508,Waverly,1.0,US,1545600900.0,66.0,37.04,-77.1,51.8,4.7
509,Isangel,76.0,VU,1545602713.0,97.0,-19.55,169.27,80.56,9.35
510,Iztapa,40.0,GT,1545602400.0,55.0,13.93,-90.71,87.8,6.93
511,Clinton,20.0,US,1545601920.0,54.0,41.84,-90.19,37.94,16.11
512,Boa Vista,20.0,BR,1545598800.0,48.0,2.82,-60.67,87.8,17.22
513,Seabra,76.0,BR,1545602554.0,67.0,-12.42,-41.77,74.8,4.5
514,Najran,0.0,SA,1545602715.0,82.0,17.54,44.22,41.37,3.27
515,Victor Harbor,0.0,AU,1545600600.0,43.0,-35.55,138.62,71.6,11.41
516,Caborca,0.0,MX,1545602715.0,31.0,30.58,-111.1,72.73,4.21
517,Zhaodong,0.0,CN,1545598800.0,64.0,46.07,125.99,-4.01,6.71
518,Vladivostok,0.0,RU,1545600600.0,76.0,43.12,131.89,-5.81,2.24
519,Hofn,80.0,IS,1545602717.0,100.0,64.25,-15.21,38.35,12.77
520,San Juan,90.0,PH,1545598800.0,100.0,14.6,121.03,75.2,4.7
521,Salinopolis,88.0,BR,1545602719.0,98.0,-0.61,-47.36,80.97,9.31
522,Neuquen,0.0,AR,1545598800.0,14.0,-38.95,-68.06,93.2,5.82
523,La Seyne-sur-Mer,0.0,FR,1545600600.0,63.0,43.1,5.88,60.8,18.34
524,Acapulco,40.0,MX,1545601560.0,58.0,16.86,-99.88,86.0,10.29
525,Togur,0.0,RU,1545602720.0,49.0,58.36,82.83,-29.29,3.49
526,The Pas,90.0,CA,1545600780.0,85.0,53.82,-101.24,10.4,3.04
527,Bambanglipuro,92.0,ID,1545602721.0,100.0,-7.95,110.28,72.1,3.31
528,Menongue,12.0,AO,1545602721.0,66.0,-14.66,17.68,72.28,4.88
529,Kottagudem,0.0,IN,1545602721.0,87.0,17.55,80.63,61.93,1.07
530,Mehamn,75.0,NO,1545601800.0,92.0,71.03,27.85,30.2,12.75
531,Kargat,0.0,RU,1545602722.0,65.0,55.19,80.28,-22.04,10.31
532,Port-Gentil,75.0,GA,1545598800.0,88.0,-0.72,8.78,80.6,8.05
533,Elko,90.0,US,1545600060.0,84.0,40.83,-115.76,33.08,4.05
534,Preobrazheniye,0.0,RU,1545602724.0,57.0,42.9,133.91,5.19,5.88
535,Fare,80.0,PF,1545602725.0,97.0,-16.7,-151.02,83.49,14.61
536,Coquimbo,75.0,CL,1545598800.0,82.0,-29.95,-71.34,62.6,11.41
537,Hirara,92.0,JP,1545602726.0,100.0,24.8,125.28,72.51,25.08
538,Nara,20.0,JP,1545598800.0,75.0,34.68,135.8,48.2,9.17
539,Mbandaka,8.0,CD,1545602726.0,87.0,0.05,18.26,75.25,2.04
540,Kaka,0.0,TM,1545602727.0,78.0,37.35,59.62,21.43,2.3
541,Wanning,75.0,AT,1545601800.0,100.0,48.64,13.53,42.8,4.7
542,Monterey,1.0,US,1545602100.0,53.0,36.6,-121.89,60.98,5.82
543,Notse,0.0,TG,1545602728.0,46.0,6.95,1.17,73.41,4.88
544,Linxi,90.0,CN,1545598800.0,100.0,23.65,116.7,60.8,4.47
545,Miragoane,0.0,HT,1545602729.0,92.0,18.44,-73.09,82.36,2.19
546,Plettenberg Bay,88.0,ZA,1545602729.0,96.0,-34.05,23.37,68.64,12.66
547,Port Moresby,40.0,PG,1545598800.0,88.0,-9.47,147.16,77.0,5.82
